"","id","rep","n.trt","inoc","block","machine","Vcmax.TPU","Jmax.TPU","Rd.TPU","TPU.TPU","leaf.temp","A","Ci","Ca","gsw","iwue","ci.ca","Vcmax25.TPU","Jmax25.TPU","Rd25.Vcmax25","Jmax25.Vcmax25","Vcmax.gs"
"1","r1_hn_ni","01","HN","NI",1,"nvg",86.4220300692016,90.4450614270214,0.293349464746017,NA,26.7799352414286,13.81840144,270.4016245,390.751,0.209328513,66.0129919329241,0.692004945604746,73.5164781581458,81.1145719221327,0.00399025459455464,1.10335225454683,412.85359949603
"2","r1_hn_yi","01","HN","YI",1,"nvg",91.0224889562205,79.2564392624251,1.77089715743185,NA,27.3644810421429,8.93958573,223.8293519,394.124,0.091163626,98.0608837344842,0.567916066770864,73.5353102928932,68.6857101607583,0.0240822694618179,0.934050728652415,998.451827225702
"3","r1_ln_ni","01","LN","NI",1,"alb",75.3245919969178,81.1488862475278,0.506248136575654,5.79239840719188,26.4911035908333,12.66444311,316.6313152,391.144,0.334419948,37.8698794307569,0.80950063199231,65.7507965620266,74.0421918251741,0.00769949815129739,1.1261033431789,225.239530259474
"4","r1_ln_yi","01","LN","YI",1,"alb",94.1163547820697,101.974562666415,0.757798744064834,7.11600724968828,26.3950550514286,15.05484348,246.4457625,390.2,0.185211386,81.2846542814598,0.63158832009226,82.8653682084572,93.5825011528684,0.00914493907947776,1.12933186898357,508.156419617041
"5","r10_hn_ni","10","HN","NI",3,"gib",45.571499289895,41.2353040490992,0.558333234669511,2.80205862147317,27.8207208435714,5.693058674,272.949631,396.2119928,0.082307253,69.1683717594123,0.688897953519997,35.3842847302886,34.8137164633261,0.0157791301682462,0.983875093948867,553.675376456738
"6","r10_hn_yi","10","HN","YI",3,"ozz",77.071708190362,77.7492454885393,0.72308153563266,NA,26.995465255,11.48847194,263.1648799,392.382,0.159883398,71.8553150840589,0.670685403254991,64.32047299817,68.846344408072,0.0112418566270996,1.07036439875109,482.049475770849
"7","r10_ln_ni","10","LN","NI",3,"alb",99.3210056681199,106.085074777448,2.87575967876182,6.0306710318095,26.673153785,12.73204369,290.468109,391.531,0.233243159,54.5869972975285,0.741877677629613,85.2970261179052,95.7469932930881,0.0337146534837767,1.1225126789384,425.826018194686
"8","r10_ln_yi","10","LN","YI",3,"ozz",66.3727740083003,70.2868323158668,0.792198773407306,NA,27.2854839328571,10.20949768,258.8477613,393.251,0.135891483,75.1297833728108,0.658225309789422,53.9938997013351,61.192121570084,0.0146720051300113,1.13331546542416,488.424826508813
"9","r11_hn_ni","11","HN","NI",3,"ozz",71.0751219727485,63.0225466743407,0.648139654194983,NA,27.2456478821429,8.801583583,249.68531,394.203,0.107781401,81.6614323189211,0.633392718979815,58.0218474415839,54.9950331010728,0.0111706138769112,0.947833196046395,659.437725927765
"10","r11_hn_yi","11","HN","YI",3,"alb",59.0643862211662,63.1455211189129,0.773288869807026,NA,26.9408849342857,8.898720143,280.0558748,394.061,0.140831956,63.1867964895695,0.710691681744705,49.5311945965254,56.0948468118188,0.0156121586831518,1.13251552418148,419.396193156376
"11","r11_ln_ni","11","LN","NI",3,"gib",80.9740038555225,79.4390620318791,0.441228961110742,5.32168705787025,27.1841503608333,12.35911705,296.9790407,391.7059842,0.244843359,50.4776486504582,0.758168250369048,66.4612130636889,69.5693653650441,0.00663889418762065,1.04676640943006,330.717582809843
"12","r11_ln_yi","11","LN","YI",3,"nvg",92.8607489431138,87.9708409476731,0.608189379055655,6.39723941301855,26.6605711133333,13.35273553,303.4349183,390.855,0.293572375,45.4836240296792,0.776336284043955,79.8385559515432,79.4575553174256,0.0076177402234678,0.995227861656857,316.312966923791
"13","r12_hn_ni","12","HN","NI",3,"ozz",59.3940846169367,51.4698882606075,0.755278624569371,NA,27.5885364478571,6.947536248,265.5210022,395.419,0.09416412,73.7811413519289,0.671492776523131,47.0542244054972,44.0332047806306,0.0160512394819355,0.93579705832929,630.750700127997
"14","r12_hn_yi","12","HN","YI",3,"ozz",66.2614787489936,61.025801593387,0.918077271808525,4.36049270893617,27.281942595,8.417188841,266.6341503,394.377,0.118111204,71.2649482516494,0.676089503951802,53.9201180363097,53.1403476010175,0.0170266183614489,0.985538413792658,561.009256573098
"15","r12_ln_ni","12","LN","NI",3,"alb",63.9048375434547,75.4512247086039,0.689615029081069,4.78660842636036,26.6383706992308,12.28053336,308.3918791,391.585,0.281950629,43.5556161146213,0.78754773318692,55.0522540277766,68.2397771626401,0.0125265539306188,1.23954556208016,226.652580170178
"16","r12_ln_yi","12","LN","YI",3,"nvg",101.301355444131,103.706872684223,0.344156351944441,5.85210935009259,26.8558246941667,14.50203695,280.685058,390.385,0.244723763,59.2588017290336,0.718995499314779,85.5944221489431,92.5910971112299,0.00402078013150873,1.08174218350481,413.941638532793
"17","r13_hn_ni","13","HN","NI",4,"gib",62.9483916984816,97.7963790491602,0.576733469146329,NA,27.3901929585714,9.011250007,203.2050635,394.1949887,0.080571427,111.841757587339,0.515493776747751,50.7404692439642,84.6269155032676,0.0113663408663674,1.66783864564544,781.274380289697
"18","r13_hn_yi","13","HN","YI",4,"gib",77.5166831066687,77.5134143320726,0.930217030524507,4.8719039068415,27.3844413414286,11.13579614,250.141015,392.641,0.139151565,80.0263808746959,0.637073089667151,62.5149074665564,67.0976126566083,0.01487992333704,1.07330579818107,557.066556216372
"19","r13_ln_ni","13","LN","NI",4,"ozz",78.9214796933239,80.0366509378642,0.445228534745248,5.11152712408175,26.5102872954545,12.51298175,304.4340312,391.12,0.284972579,43.9094238256517,0.778364776027818,68.7721770724142,72.9434190484477,0.0064739630719621,1.06065304536806,276.944118519291
"20","r13_ln_yi","13","LN","YI",4,"nvg",74.661086123081,76.7478588173774,0.430080749990105,5.46747014666337,27.2830520746154,11.73963289,292.398714,392.043,0.221570292,52.9837857956156,0.745833273390929,60.7493622133085,66.8265697655459,0.00707959284378933,1.1000373885556,336.963432458179
"21","r14_hn_ni","14","HN","NI",4,"gib",65.3311019846257,62.605426146975,0.758538635935358,4.30163363197845,27.6245985685714,8.587712052,246.8714962,394.333,0.102892389,83.4630445989547,0.626048279499814,51.5957616856779,53.4493451760595,0.0147015687171436,1.03592511147861,634.945914071698
"22","r14_hn_yi","14","HN","YI",4,"gib",72.5739395230691,97.1058493777764,0.384633947742796,NA,27.6290315585714,10.30335669,195.8777767,393.407987,0.088848262,115.965765205402,0.49789984741718,57.2937828487999,82.8830429362226,0.00671336275277647,1.44663240608416,816.830153898442
"23","r14_ln_ni","14","LN","NI",4,"nvg",64.972213818094,83.6083287435868,0.60692631116162,5.01110394505387,27.6478990721429,11.17228499,248.5557286,392.637,0.13668902,81.7350580902548,0.63304204290477,51.2085996168257,71.2855366191783,0.0118520388314271,1.39206182462674,475.328697345947
"24","r14_ln_yi","14","LN","YI",4,"alb",59.3995039036727,74.717356719366,0.408824364004335,NA,26.7762676557143,11.82881445,293.9001909,391.949,0.22404801,52.7958916037683,0.749842941045901,50.545767772367,67.0239503651608,0.00808820168377849,1.32600518933659,265.119533548514
"25","r15_hn_ni","15","HN","NI",4,"gib",54.0994681340939,50.2384459245004,0.687202366746426,3.41283514808214,27.2675817607143,7.028286509,273.7675394,395.134,0.106734722,65.8481736524315,0.692847336346657,44.0788479223668,43.7834120366912,0.0155902978216842,0.993297558815605,506.859128129774
"26","r15_hn_yi","15","HN","YI",4,"alb",94.4630551687842,106.141517031721,0.74088509313009,NA,26.2756870621429,15.82320278,260.6188328,389.484,0.220602293,71.727281547341,0.669138739460414,84.0687813962486,98.1103031940829,0.00881284444505045,1.16702420999361,428.205227988198
"27","r15_ln_ni","15","LN","NI",4,"nvg",103.674595122271,100.006786230368,0.42178272530312,5.82786112576771,27.1689801742857,10.53054814,177.7314657,393.257,0.083242522,126.504434116016,0.451947366989017,85.2069475884778,87.6592951443089,0.00495009781761218,1.02878107507941,1245.45235573559
"28","r15_ln_yi","15","LN","YI",4,"nvg",104.285119799424,102.564983666434,0.406952149531244,6.31053473717708,26.7408579475,14.96187898,284.6457844,390.013,0.26517645,56.422351909455,0.729836657752434,89.0212283898427,92.1978303545077,0.00457140568482289,1.03568364559916,393.266897567352
"29","r16_hn_ni","16","HN","NI",4,"ozz",77.9549861956195,74.3072360549973,0.643827873392123,5.12121708335293,27.2787791778571,10.70351819,241.8937958,392.984,0.124864124,85.7213252863569,0.61553090151253,63.4532980858472,64.7175160039898,0.0101464839939616,1.01992359666525,624.31852880031
"30","r16_hn_yi","16","HN","YI",4,"ozz",51.4225815580651,54.411090551888,0.524782030143521,NA,27.2738702733333,8.223366744,317.3062881,394.256,0.209146793,39.3186365712048,0.804822978217199,41.8746632948837,47.402589735161,0.0125322089505049,1.13201124511377,245.868372258833
"31","r16_ln_ni","16","LN","NI",4,"alb",97.6420976817901,107.402941150804,2.1990612999525,6.05640940498417,26.6013421925,13.795702,306.5226373,390.574,0.316317676,43.6134400532204,0.784800415030186,84.3947490457061,97.3525557562756,0.026056849801894,1.15353806791406,308.683659150904
"32","r16_ln_yi","16","LN","YI",4,"ozz",80.1242088688719,89.5748331886911,0.786334136823246,6.33097495560775,26.9319140484615,13.6550674,286.3980148,389.775,0.246321368,55.4359839378612,0.734777794368546,67.2453300317981,79.6152237337014,0.0116935129391352,1.18395171376293,325.283224591672
"33","r2_hn_ni","02","HN","NI",1,"gib",59.2492843373065,53.1865535173895,0.562886931175497,3.68365469150294,27.578280845,7.619661552,287.6299972,394.8419903,0.129346139,58.9090761495401,0.728468613435616,46.9814017806059,45.5285894689969,0.0119810586709198,0.969076863257649,458.067668624469
"34","r2_hn_yi","02","HN","YI",1,"gib",72.2306952786399,66.98306731941,1.3643117919124,4.53160526480413,27.2943520807143,8.961430094,268.3941178,393.985,0.129400142,69.2536341575267,0.681229279794916,58.7135794452031,58.2858134747606,0.0232367333895167,0.992714360553647,558.196414333455
"35","r2_ln_ni","02","LN","NI",1,"alb",75.9048287841803,86.1083977244478,1.05011349938446,5.39229234562815,26.7394188772727,12.08010899,303.8228234,391.827,0.25966887,46.5212059882265,0.775400427739793,64.8031799160555,77.4112763213093,0.01620466002972,1.19455984137794,292.31393344986
"36","r2_ln_yi","02","LN","YI",1,"alb",79.063645028933,90.8374211828003,0.525860867818236,6.38216110927274,26.5831392175,13.34448188,315.328956,390.787,0.346297968,38.5346814394244,0.806907486687121,68.4482024971646,82.4267805044797,0.00768261033355871,1.20422125778824,228.311027886057
"37","r3_hn_ni","03","HN","NI",1,"gib",80.1011280209306,76.8227672014756,0.771230688837042,4.79698451694568,27.3205752471429,11.05651211,242.8321882,392.737,0.129609029,85.3066502797425,0.618307386877223,64.961574262835,66.7462361542642,0.011872105896274,1.02747257762271,618.021202989883
"38","r3_hn_yi","03","HN","YI",1,"alb",54.7993267282184,66.5516052088131,0.708955355837484,NA,26.8737956407143,9.317494729,291.4778184,393.636,0.167297697,55.6941003736591,0.740475511386154,46.2287816311619,59.3551986900628,0.0153358001405685,1.28394468977423,327.555774591556
"39","r3_ln_ni","03","LN","NI",1,"gib",73.5649680230794,77.3554495929613,0.595325428763434,NA,27.1935787357143,11.14768032,240.7526199,392.596,0.130589686,85.36417125622,0.613232483010525,60.3300028292444,67.7073727388175,0.00986781702047022,1.12228359959561,563.32908268942
"40","r3_ln_yi","03","LN","YI",1,"nvg",67.324125652911,60.8577101392286,0.760427269119193,4.3429144497064,27.4642310171429,7.998978365,226.6769169,394.785,0.082442508,97.0249275410205,0.574178139746951,53.917571402612,52.437873498889,0.0141035148530884,0.97255629537403,816.619087484711
"41","r4_hn_ni","04","HN","NI",1,"ozz",55.9283306959735,46.7078087594269,0.741808094369833,3.46592285145661,27.4219670792857,6.570301894,286.4655106,395.541,0.110455661,59.4836139181676,0.724237210807476,44.9567491072297,40.3438954523484,0.0165004834446657,0.897393522741628,506.341913032176
"42","r4_hn_yi","04","HN","YI",1,"gib",53.9134853592052,52.114439368294,0.552733952253046,3.53134566800102,27.426871625,7.659397731,285.2953702,394.8449905,0.126611196,60.4954219925385,0.722550309777832,43.3185862764672,45.0011305443256,0.0127597412511433,1.03884116293916,425.81925660986
"43","r4_ln_ni","04","LN","NI",1,"gib",63.3842979927825,63.179607225663,0.896738107658734,4.02386660055291,27.5454164035714,9.095140355,265.5770755,394.006,0.125496711,72.4731372043686,0.674043226499089,50.4042223099204,54.1848831684205,0.01779093231803,1.07500682850048,505.06740366114
"44","r4_ln_yi","04","LN","YI",1,"nvg",105.234734245034,116.819473127985,0.453069117468101,7.2502419658227,26.7036219307143,17.88369403,246.4090415,388.223,0.225971947,79.1412131789969,0.634710054530515,90.1304587653799,105.244239462925,0.00502681472694478,1.16768782611978,465.698223350856
"45","r5_hn_ni","05","HN","NI",2,"alb",94.2503020528987,100.686723202844,0.59093858306199,NA,26.5464203314286,14.71278268,248.4484864,390.358,0.183769712,80.0609769688272,0.636463160483454,81.8643618177644,91.565012374748,0.00721850839535595,1.11849662467995,512.87179496096
"46","r5_hn_yi","05","HN","YI",2,"ozz",92.1890847794453,93.0807787293743,1.33590923063747,NA,27.10354524,12.82608605,282.7519364,391.38,0.21816675,58.7902879334271,0.722448608513465,76.2055862074245,81.9011788404297,0.017530332054677,1.07473983098171,422.562488460984
"47","r5_ln_ni","05","LN","NI",2,"nvg",79.9223659226164,90.9105729657967,0.3746734558531,5.4394031266177,27.002085815,12.58973498,231.6560811,391.781,0.137928709,91.277117514382,0.591289728445228,66.6604432686797,80.4692603093377,0.00562062652873387,1.20715159341201,579.446922269217
"48","r5_ln_yi","05","LN","YI",2,"nvg",93.0649050020644,90.5176039106815,0.865678081755413,NA,26.77525226,13.48645898,304.1403999,390.7,0.301199757,44.7757963496631,0.778449961351421,79.2003617118879,81.2021889162874,0.0109302288909304,1.02527548058027,308.980677570947
"49","r6_hn_ni","06","HN","NI",2,"alb",49.5880733317001,52.170630539673,0.76881856662933,NA,27.0550623328571,7.68078236,295.370599,394.752,0.141890022,54.1319414271428,0.748243451584793,41.1664352921037,46.0352335515835,0.0186758596214135,1.1182710677991,349.482455726873
"50","r6_hn_yi","06","HN","YI",2,"ozz",111.472960444486,102.875362432628,0.813770079865566,7.16399736828852,27.0829592514286,13.52372528,212.7204357,391.265,0.131499674,102.84227229339,0.543673560630263,92.3136140824935,90.628591128726,0.00881527700928665,0.981746755659878,847.705222786224
"51","r6_ln_ni","06","LN","NI",2,"ozz",103.246161521993,105.567715447854,0.534908920206408,5.4275611040688,27.2234705708333,10.79003559,162.1478641,393.118,0.079180271,136.271768885459,0.412466140192003,84.4489733423939,92.2400314213564,0.00633410803039189,1.09225758195276,1303.93796608745
"52","r6_ln_yi","06","LN","YI",2,"ozz",63.1768348865632,64.6602685894949,0.417378070225737,NA,27.3414058342857,9.199294168,244.9370518,393.936,0.108905944,84.4700833592701,0.621768642114455,51.1426077006875,56.1112335020778,0.00816106352394945,1.09715237499169,580.104561478877
"53","r7_hn_ni","07","HN","NI",2,"nvg",72.8804213760471,70.8799566318673,0.664150371324938,5.19110166377498,27.1223766014286,10.40869712,280.888657,392.922,0.169797956,61.3004853839348,0.714871289976128,60.1446363906569,62.2981164937116,0.0110425536038008,1.03580502322879,429.218484679799
"54","r7_hn_yi","07","HN","YI",2,"alb",75.294199690457,92.9894934959105,0.843894079249817,NA,26.86131771,12.05283778,250.6187962,392.158,0.150232978,80.2276433607008,0.639076076989377,63.5886897741108,82.9954889152766,0.0132711348865281,1.30519262482221,501.18290067083
"55","r7_ln_ni","07","LN","NI",2,"gib",90.031119306468,88.8749263494058,0.579423509945242,6.15217060664841,26.77369926,13.72965871,306.4461853,390.278,0.326164702,42.0942506218837,0.785199743003705,76.6291316668152,79.7359111734671,0.00756139991856603,1.04054306030976,276.029621704644
"56","r7_ln_yi","07","LN","YI",2,"gib",60.8314467491053,58.7195603160503,0.450140857119889,3.86677340903996,27.2174407428571,9.661238735,298.2459723,393.4119878,0.18904578,51.1052864285043,0.758100875288071,49.7827472904073,51.3243767066073,0.00904210558115639,1.03096714223518,321.781563963529
"57","r8_hn_ni","08","HN","NI",2,"gib",81.8788021097413,83.2566818273087,0.593421130324735,5.92199659344158,27.4234991057143,11.05634461,247.2682858,392.7959859,0.133316041,82.9333404072508,0.629508178993842,65.8076472093436,71.9066433232818,0.00901751020572088,1.09267913947047,614.170669152569
"58","r8_hn_yi","08","HN","YI",2,"nvg",114.305382769111,98.1410158619384,0.733248959951032,7.00813268998368,27.0976484085714,12.13957495,185.3404683,392.199,0.100382897,120.93270181274,0.472567416796065,94.5365881429027,86.3834733702633,0.0077562452205557,0.913757044412106,1138.69380327917
"59","r8_ln_ni","08","LN","NI",2,"ozz",76.6460960335976,88.0148369985722,1.01188190145629,5.63231237492988,27.387467785,12.08006929,244.9094997,392.164,0.145164351,83.2165005167143,0.624507858191981,61.7964370511415,76.1745802340356,0.0163744375847896,1.23266945262548,527.995306737517
"60","r8_ln_yi","08","LN","YI",2,"ozz",50.4349537299285,56.2315576202166,0.547675736527364,NA,27.50275705,7.850268176,268.1378871,394.734,0.111531388,70.3861784271886,0.679287538190275,40.2560690719305,48.3443958793746,0.0136047992055251,1.20092192292774,452.204125083859
"61","r9_hn_ni","09","HN","NI",3,"nvg",82.0641656018404,74.7860433861306,0.733864143914773,NA,27.1132884607143,10.18920282,259.1875535,393.149,0.135852018,75.002219105792,0.659260365662891,67.77782562423,65.7662369883448,0.010827496119209,0.970320844356417,604.07027300721
"62","r9_hn_yi","09","HN","YI",3,"alb",40.4063508658432,62.7281824364852,0.798845691228589,NA,27.1414709557143,6.604177359,268.9456329,395.604,0.09236938,71.4974741521487,0.679835474110474,33.2893026582495,55.071792118553,0.0239970689512363,1.654339013464,437.443131759066
"63","r9_ln_ni","09","LN","NI",3,"nvg",68.3523965359121,68.1416311321973,0.569029510050478,NA,26.9563096691667,10.89983292,322.2184525,392.199,0.311382867,35.0046006866524,0.821568776309985,57.241813924241,60.4781069453189,0.00994080150575912,1.05653721989595,219.512387416974
"64","r9_ln_yi","09","LN","YI",3,"alb",75.1335710093215,80.6017069749105,0.623284311112811,NA,26.2846235784615,12.85580416,319.7562372,391.021,0.355615618,36.1508423963539,0.817746968065654,66.8124048344742,74.46274534435,0.00932887107801283,1.11450479186955,211.277478283649
