obs,date,temp,rel.humidity,dew.point,block,side
391,9/20/21 13:15,32.38,44.33,18.7,3,middle
392,9/20/21 13:30,32.28,43.81,18.42,3,middle
393,9/20/21 13:45,33.52,41.55,18.69,3,middle
394,9/20/21 14:00,33.38,42.4,18.89,3,middle
395,9/20/21 14:15,33.02,42.02,18.42,3,middle
396,9/20/21 14:30,33.31,41.98,18.67,3,middle
397,9/20/21 14:45,33.71,40.64,18.5,3,middle
398,9/20/21 15:00,33.96,40.19,18.55,3,middle
399,9/20/21 15:15,34.09,39.99,18.59,3,middle
400,9/20/21 15:30,34.21,39.79,18.61,3,middle
401,9/20/21 15:45,32.5,41.74,17.85,3,middle
402,9/20/21 16:00,31.14,42.27,16.83,3,middle
403,9/20/21 16:15,32.83,39.93,17.44,3,middle
404,9/20/21 16:30,33.5,38.87,17.61,3,middle
405,9/20/21 16:45,32.74,41.11,17.82,3,middle
406,9/20/21 17:00,30.07,46.32,17.31,3,middle
407,9/20/21 17:15,29.85,46.5,17.17,3,middle
408,9/20/21 17:30,28.44,49.82,16.98,3,middle
409,9/20/21 17:45,26.91,52.76,16.47,3,middle
410,9/20/21 18:00,26.76,54.2,16.75,3,middle
411,9/20/21 18:15,25.57,56.33,16.25,3,middle
412,9/20/21 18:30,24.17,58.72,15.6,3,middle
413,9/20/21 18:45,23.53,61.5,15.72,3,middle
414,9/20/21 19:00,24.6,53.95,14.68,3,middle
415,9/20/21 19:15,28.04,44.89,14.98,3,middle
416,9/20/21 19:30,29.45,41.06,14.86,3,middle
417,9/20/21 19:45,29.91,41.18,15.32,3,middle
418,9/20/21 20:00,29.8,40.88,15.11,3,middle
419,9/20/21 20:15,29.63,39.75,14.52,3,middle
420,9/20/21 20:30,29.46,40.16,14.52,3,middle
421,9/20/21 20:45,29.33,40.05,14.37,3,middle
422,9/20/21 21:00,29.18,40.03,14.23,3,middle
423,9/20/21 21:15,29.05,40.4,14.25,3,middle
424,9/20/21 21:30,28.85,40.5,14.11,3,middle
425,9/20/21 21:45,28.69,41.15,14.21,3,middle
426,9/20/21 22:00,28.5,41.28,14.1,3,middle
427,9/20/21 22:15,28.32,41.67,14.08,3,middle
428,9/20/21 22:30,28.14,42.07,14.06,3,middle
429,9/20/21 22:45,27.95,44.62,14.8,3,middle
430,9/20/21 23:00,29.67,40.65,14.9,3,middle
431,9/20/21 23:15,28.9,41.04,14.36,3,middle
432,9/20/21 23:30,28.23,41.96,14.1,3,middle
433,9/20/21 23:45,30.2,39.68,15,3,middle
434,9/21/21 0:00,29.92,39.87,14.82,3,middle
435,9/21/21 0:15,29.6,40.81,14.9,3,middle
436,9/21/21 0:30,29.51,40.4,14.67,3,middle
437,9/21/21 0:45,29.58,40.81,14.88,3,middle
438,9/21/21 1:00,29.64,40.65,14.87,3,middle
439,9/21/21 1:15,29.63,40.51,14.81,3,middle
440,9/21/21 1:30,29.62,41.22,15.07,3,middle
441,9/21/21 1:45,29.67,40.51,14.85,3,middle
442,9/21/21 2:00,29.87,40.79,15.13,3,middle
443,9/21/21 2:15,29.93,41.18,15.33,3,middle
444,9/21/21 2:30,29.94,41.05,15.3,3,middle
445,9/21/21 2:45,29.86,41.55,15.41,3,middle
446,9/21/21 3:00,29.74,41.13,15.14,3,middle
447,9/21/21 3:15,29.7,41.03,15.07,3,middle
448,9/21/21 3:30,29.74,41.15,15.15,3,middle
449,9/21/21 3:45,29.7,40.73,14.95,3,middle
450,9/21/21 4:00,29.82,40.91,15.14,3,middle
451,9/21/21 4:15,29.87,40.7,15.09,3,middle
452,9/21/21 4:30,29.79,40.48,14.94,3,middle
453,9/21/21 4:45,29.59,40.24,14.67,3,middle
454,9/21/21 5:00,29.6,40.48,14.77,3,middle
455,9/21/21 5:15,29.58,40.91,14.92,3,middle
456,9/21/21 5:30,29.67,41.13,15.08,3,middle
457,9/21/21 5:45,29.74,40.77,15.01,3,middle
458,9/21/21 6:00,29.77,40.63,14.98,3,middle
459,9/21/21 6:15,29.71,40.35,14.82,3,middle
460,9/21/21 6:30,29.65,39.88,14.59,3,middle
461,9/21/21 6:45,29.61,39.46,14.38,3,middle
462,9/21/21 7:00,29.59,38.36,13.93,3,middle
463,9/21/21 7:15,29.63,38.64,14.08,3,middle
464,9/21/21 7:30,29.58,38.76,14.08,3,middle
465,9/21/21 7:45,29.63,39.65,14.48,3,middle
466,9/21/21 8:00,29.88,39.37,14.59,3,middle
467,9/21/21 8:15,30.09,39.16,14.7,3,middle
468,9/21/21 8:30,30.11,39.24,14.75,3,middle
469,9/21/21 8:45,30.17,39.15,14.76,3,middle
470,9/21/21 9:00,29.62,39.36,14.35,3,middle
471,9/21/21 9:15,29.17,39.39,13.97,3,middle
472,9/21/21 9:30,30.83,37.27,14.59,3,middle
473,9/21/21 9:45,33.99,32.62,15.28,3,middle
474,9/21/21 10:00,35.6,30.34,15.54,3,middle
475,9/21/21 10:15,32.07,33.74,14.13,3,middle
476,9/21/21 10:30,30.84,35.36,13.78,3,middle
477,9/21/21 10:45,28.45,38.67,13.04,3,middle
478,9/21/21 11:00,27.39,40.72,12.89,3,middle
479,9/21/21 11:15,28.01,40.6,13.4,3,middle
480,9/21/21 11:30,27.43,39.14,12.32,3,middle
481,9/21/21 11:45,28.02,40.6,13.41,3,middle
482,9/21/21 12:00,28.48,37.41,12.56,3,middle
483,9/21/21 12:15,25.15,44.6,12.26,3,middle
484,9/21/21 12:30,24.34,45.73,11.91,3,middle
485,9/21/21 12:45,23.7,48.67,12.27,3,middle
486,9/21/21 13:00,25.5,44.87,12.67,3,middle
487,9/21/21 13:15,27,41.29,12.75,3,middle
488,9/21/21 13:30,26.04,42.72,12.4,3,middle
489,9/21/21 13:45,26.91,41.74,12.83,3,middle
490,9/21/21 14:00,26.63,42.84,12.98,3,middle
491,9/21/21 14:15,25.75,44.54,12.78,3,middle
492,9/21/21 14:30,26.58,42.37,12.77,3,middle
493,9/21/21 14:45,27.88,39.37,12.81,3,middle
494,9/21/21 15:00,28.29,39.84,13.36,3,middle
495,9/21/21 15:15,28.37,36.76,12.19,3,middle
496,9/21/21 15:30,28.5,39.48,13.41,3,middle
497,9/21/21 15:45,26.52,42.35,12.71,3,middle
498,9/21/21 16:00,24.63,46.38,12.39,3,middle
499,9/21/21 16:15,26.35,40.77,11.98,3,middle
500,9/21/21 16:30,26.83,44.23,13.65,3,middle
501,9/21/21 16:45,26.18,44.56,13.18,3,middle
502,9/21/21 17:00,23.81,48.83,12.42,3,middle
503,9/21/21 17:15,26.2,42.29,12.4,3,middle
504,9/21/21 17:30,26.15,44.58,13.15,3,middle
505,9/21/21 17:45,24.93,47.24,12.94,3,middle
506,9/21/21 18:00,25.71,44.67,12.79,3,middle
507,9/21/21 18:15,27.98,40.9,13.48,3,middle
508,9/21/21 18:30,28.12,41.38,13.79,3,middle
509,9/21/21 18:45,29.33,38.9,13.92,3,middle
510,9/21/21 19:00,29.5,38.53,13.92,3,middle
511,9/21/21 19:15,29.16,36.87,12.94,3,middle
512,9/21/21 19:30,28.56,38.2,12.95,3,middle
513,9/21/21 19:45,27.95,37.33,12.06,3,middle
514,9/21/21 20:00,27.4,36.88,11.39,3,middle
515,9/21/21 20:15,29.7,35.41,12.8,3,middle
516,9/21/21 20:30,29.51,36.55,13.12,3,middle
517,9/21/21 20:45,29.37,37.44,13.37,3,middle
518,9/21/21 21:00,29.53,37.66,13.6,3,middle
519,9/21/21 21:15,29.57,38.17,13.83,3,middle
520,9/21/21 21:30,29.61,38.48,14,3,middle
521,9/21/21 21:45,29.62,38.88,14.17,3,middle
522,9/21/21 22:00,29.68,38.54,14.09,3,middle
523,9/21/21 22:15,29.72,38.59,14.14,3,middle
524,9/21/21 22:30,29.62,38.66,14.08,3,middle
525,9/21/21 22:45,29.56,38.44,13.93,3,middle
526,9/21/21 23:00,29.65,38.37,13.99,3,middle
527,9/21/21 23:15,29.61,38.28,13.91,3,middle
528,9/21/21 23:30,29.57,38.04,13.78,3,middle
529,9/21/21 23:45,29.47,38.03,13.69,3,middle
530,9/22/21 0:00,29.52,38.13,13.78,3,middle
531,9/22/21 0:15,29.51,37.79,13.63,3,middle
532,9/22/21 0:30,29.45,37.8,13.58,3,middle
533,9/22/21 0:45,29.49,37.43,13.46,3,middle
534,9/22/21 1:00,29.47,37.29,13.39,3,middle
535,9/22/21 1:15,29.51,37.16,13.37,3,middle
536,9/22/21 1:30,29.6,36.96,13.37,3,middle
537,9/22/21 1:45,29.61,36.49,13.18,3,middle
538,9/22/21 2:00,29.64,36.52,13.22,3,middle
539,9/22/21 2:15,29.63,36.38,13.15,3,middle
540,9/22/21 2:30,29.59,36.34,13.1,3,middle
541,9/22/21 2:45,29.58,36.57,13.19,3,middle
542,9/22/21 3:00,29.53,36.58,13.15,3,middle
543,9/22/21 3:15,29.61,36.38,13.13,3,middle
544,9/22/21 3:30,29.7,36.25,13.15,3,middle
545,9/22/21 3:45,29.75,36.42,13.27,3,middle
546,9/22/21 4:00,29.75,36.28,13.21,3,middle
547,9/22/21 4:15,29.73,36.34,13.22,3,middle
548,9/22/21 4:30,29.68,36.5,13.25,3,middle
549,9/22/21 4:45,29.52,36.71,13.2,3,middle
550,9/22/21 5:00,29.56,36.7,13.22,3,middle
551,9/22/21 5:15,29.59,36.8,13.29,3,middle
552,9/22/21 5:30,29.57,36.62,13.2,3,middle
553,9/22/21 5:45,29.51,36.57,13.13,3,middle
554,9/22/21 6:00,29.61,36.48,13.18,3,middle
555,9/22/21 6:15,29.67,36.17,13.1,3,middle
556,9/22/21 6:30,29.67,36.08,13.06,3,middle
557,9/22/21 6:45,29.67,36.04,13.04,3,middle
558,9/22/21 7:00,29.59,36.29,13.08,3,middle
559,9/22/21 7:15,29.52,36.31,13.03,3,middle
560,9/22/21 7:30,29.51,36.22,12.98,3,middle
561,9/22/21 7:45,29.62,36.24,13.08,3,middle
562,9/22/21 8:00,29.83,36.34,13.31,3,middle
563,9/22/21 8:15,29.88,36.23,13.31,3,middle
564,9/22/21 8:30,29.23,37.08,13.1,3,middle
565,9/22/21 8:45,29.59,36.98,13.37,3,middle
566,9/22/21 9:00,24.7,41.24,10.67,3,middle
567,9/22/21 9:15,26.72,39.53,11.84,3,middle
568,9/22/21 9:30,28.71,36.59,12.42,3,middle
569,9/22/21 9:45,34.73,28.67,13.91,3,middle
570,9/22/21 10:00,34.99,27.31,13.39,3,middle
571,9/22/21 10:15,30.76,33.07,12.68,3,middle
572,9/22/21 10:30,27.42,38.52,12.07,3,middle
573,9/22/21 10:45,27.6,38.82,12.35,3,middle
574,9/22/21 11:00,26.22,38.92,11.16,3,middle
575,9/22/21 11:15,28.62,35.89,12.06,3,middle
576,9/22/21 11:30,28.75,36.07,12.25,3,middle
577,9/22/21 11:45,29.51,35.51,12.68,3,middle
578,9/22/21 12:00,28.72,35.34,11.91,3,middle
579,9/22/21 12:15,26.89,38.72,11.67,3,middle
580,9/22/21 12:30,25.03,40.91,10.84,3,middle
581,9/22/21 12:45,25.15,41.4,11.13,3,middle
582,9/22/21 13:00,25.43,41.12,11.28,3,middle
583,9/22/21 13:15,26.19,40.58,11.76,3,middle
584,9/22/21 13:30,27.1,38.73,11.87,3,middle
585,9/22/21 13:45,28.27,37.12,12.26,3,middle
586,9/22/21 14:00,27.36,38.72,12.09,3,middle
587,9/22/21 14:15,27.1,39.34,12.1,3,middle
588,9/22/21 14:30,27.83,37.85,12.17,3,middle
589,9/22/21 14:45,28.9,37.2,12.85,3,middle
590,9/22/21 15:00,29.03,37.15,12.94,3,middle
591,9/22/21 15:15,28.48,38.08,12.83,3,middle
592,9/22/21 15:30,28.06,38.5,12.63,3,middle
593,9/22/21 15:45,26.01,42.29,12.22,3,middle
594,9/22/21 16:00,24.63,44.19,11.65,3,middle
595,9/22/21 16:15,26.38,41.82,12.39,3,middle
596,9/22/21 16:30,27.15,39.33,12.15,3,middle
597,9/22/21 16:45,30.4,31.63,11.7,3,middle
598,9/22/21 17:00,29.65,34.92,12.54,3,middle
599,9/22/21 17:15,31.08,29.21,11.07,3,middle
600,9/22/21 17:30,27.44,41.1,13.08,3,middle
601,9/22/21 17:45,25.79,43.7,12.53,3,middle
602,9/22/21 18:00,25.62,44.3,12.58,3,middle
603,9/22/21 18:15,27.14,39.04,12.03,3,middle
604,9/22/21 18:30,28.09,40.83,13.55,3,middle
605,9/22/21 18:45,29.49,38.01,13.7,3,middle
606,9/22/21 19:00,29.77,37.94,13.92,3,middle
607,9/22/21 19:15,29.48,39.01,14.09,3,middle
608,9/22/21 19:30,28.87,40,13.94,3,middle
609,9/22/21 19:45,28.2,41.61,13.95,3,middle
610,9/22/21 20:00,27.67,41.52,13.44,3,middle
611,9/22/21 20:15,29.79,38.71,14.25,3,middle
612,9/22/21 20:30,29.8,38.58,14.21,3,middle
613,9/22/21 20:45,29.36,39.54,14.2,3,middle
614,9/22/21 21:00,29.31,39.79,14.25,3,middle
615,9/22/21 21:15,29.37,39.5,14.19,3,middle
616,9/22/21 21:30,29.46,39.31,14.19,3,middle
617,9/22/21 21:45,29.52,38.93,14.1,3,middle
618,9/22/21 22:00,29.51,38.9,14.08,3,middle
619,9/22/21 22:15,29.43,38.49,13.84,3,middle
620,9/22/21 22:30,29.36,38.52,13.79,3,middle
621,9/22/21 22:45,29.35,37.9,13.53,3,middle
622,9/22/21 23:00,29.38,37.76,13.51,3,middle
623,9/22/21 23:15,29.33,37.6,13.39,3,middle
624,9/22/21 23:30,29.39,37.43,13.38,3,middle
625,9/22/21 23:45,29.37,37.46,13.38,3,middle
626,9/23/21 0:00,29.32,37.07,13.17,3,middle
627,9/23/21 0:15,29.26,37.35,13.22,3,middle
628,9/23/21 0:30,29.31,37.09,13.16,3,middle
629,9/23/21 0:45,29.3,36.81,13.04,3,middle
630,9/23/21 1:00,29.26,37.01,13.08,3,middle
631,9/23/21 1:15,29.33,36.97,13.14,3,middle
632,9/23/21 1:30,29.47,37.01,13.28,3,middle
633,9/23/21 1:45,29.46,37.13,13.31,3,middle
634,9/23/21 2:00,29.47,36.76,13.17,3,middle
635,9/23/21 2:15,29.5,37.13,13.35,3,middle
636,9/23/21 2:30,29.56,36.6,13.18,3,middle
637,9/23/21 2:45,29.52,36.26,13.01,3,middle
638,9/23/21 3:00,29.57,36.26,13.04,3,middle
639,9/23/21 3:15,29.68,35.67,12.9,3,middle
640,9/23/21 3:30,29.77,35.16,12.75,3,middle
641,9/23/21 3:45,29.72,35.21,12.73,3,middle
642,9/23/21 4:00,29.71,35.14,12.69,3,middle
643,9/23/21 4:15,29.6,34.97,12.52,3,middle
644,9/23/21 4:30,29.48,35.02,12.44,3,middle
645,9/23/21 4:45,29.61,34.91,12.5,3,middle
646,9/23/21 5:00,29.67,34.43,12.35,3,middle
647,9/23/21 5:15,29.67,34.42,12.34,3,middle
648,9/23/21 5:30,29.7,34.6,12.44,3,middle
649,9/23/21 5:45,29.71,34.72,12.5,3,middle
650,9/23/21 6:00,29.66,34.86,12.53,3,middle
651,9/23/21 6:15,29.61,34.62,12.37,3,middle
652,9/23/21 6:30,29.57,34.77,12.4,3,middle
653,9/23/21 6:45,29.56,34.47,12.26,3,middle
654,9/23/21 7:00,29.66,34.37,12.31,3,middle
655,9/23/21 7:15,29.67,34.21,12.25,3,middle
656,9/23/21 7:30,29.67,34.13,12.22,3,middle
657,9/23/21 7:45,29.68,34.26,12.28,3,middle
658,9/23/21 8:00,29.78,34.52,12.48,3,middle
659,9/23/21 8:15,29.87,34.46,12.53,3,middle
660,9/23/21 8:30,29.39,35.08,12.39,3,middle
661,9/23/21 8:45,29.67,35.33,12.74,3,middle
662,9/23/21 9:00,27.26,37.71,11.6,3,middle
663,9/23/21 9:15,25.96,39.45,11.13,3,middle
664,9/23/21 9:30,30.3,33.46,12.46,3,middle
665,9/23/21 9:45,35.15,28.61,14.24,3,middle
666,9/23/21 10:00,33.36,27.92,12.34,3,middle
667,9/23/21 10:15,31.02,31.01,11.93,3,middle
668,9/23/21 10:30,28.94,34.16,11.59,3,middle
669,9/23/21 10:45,28.3,37.44,12.42,3,middle
670,9/23/21 11:00,27.09,38.52,11.78,3,middle
671,9/23/21 11:15,27.88,34.8,10.94,3,middle
672,9/23/21 11:30,27.71,36.02,11.31,3,middle
673,9/23/21 11:45,28.38,34.44,11.22,3,middle
674,9/23/21 12:00,27.02,37.23,11.2,3,middle
675,9/23/21 12:15,24.2,41.35,10.26,3,middle
676,9/23/21 12:30,23.67,43.28,10.46,3,middle
677,9/23/21 12:45,23.29,45.91,11.01,3,middle
678,9/23/21 13:00,24.31,43.13,10.99,3,middle
679,9/23/21 13:15,24.91,42.95,11.47,3,middle
680,9/23/21 13:30,25.49,41.55,11.49,3,middle
681,9/23/21 13:45,27.2,38.86,12,3,middle
682,9/23/21 14:00,25.95,37.8,10.48,3,middle
683,9/23/21 14:15,25.17,43.37,11.85,3,middle
684,9/23/21 14:30,26.36,41.51,12.26,3,middle
685,9/23/21 14:45,26.32,42.1,12.43,3,middle
686,9/23/21 15:00,27.04,41.64,12.91,3,middle
687,9/23/21 15:15,27.36,40.49,12.77,3,middle
688,9/23/21 15:30,26.49,41.57,12.39,3,middle
689,9/23/21 15:45,25.83,43.32,12.44,3,middle
690,9/23/21 16:00,25.09,44.84,12.29,3,middle
691,9/23/21 16:15,27.09,40.92,12.69,3,middle
692,9/23/21 16:30,27.38,41.49,13.16,3,middle
693,9/23/21 16:45,27.51,39.49,12.53,3,middle
694,9/23/21 17:00,25.18,44.81,12.36,3,middle
695,9/23/21 17:15,24.61,44.8,11.84,3,middle
696,9/23/21 17:30,23.39,46.98,11.45,3,middle
697,9/23/21 17:45,24.27,45.33,11.71,3,middle
698,9/23/21 18:00,23.83,47.87,12.14,3,middle
699,9/23/21 18:15,25.32,44.09,12.24,3,middle
700,9/23/21 18:30,26.5,44.18,13.34,3,middle
701,9/23/21 18:45,28.59,38.74,13.19,3,middle
702,9/23/21 19:00,29.46,39.68,14.34,3,middle
703,9/23/21 19:15,29.37,38.3,13.72,3,middle
704,9/23/21 19:30,28.95,37.71,13.11,3,middle
705,9/23/21 19:45,28.43,37.64,12.61,3,middle
706,9/23/21 20:00,27.98,37.83,12.29,3,middle
707,9/23/21 20:15,27.66,37.6,11.91,3,middle
708,9/23/21 20:30,29.31,36.08,12.74,3,middle
709,9/23/21 20:45,28.46,35.71,11.84,3,middle
710,9/23/21 21:00,27.98,36.48,11.74,3,middle
711,9/23/21 21:15,28.8,35.75,12.16,3,middle
712,9/23/21 21:30,27.88,36.27,11.56,3,middle
713,9/23/21 21:45,28.85,34.93,11.84,3,middle
714,9/23/21 22:00,27.89,36.51,11.67,3,middle
715,9/23/21 22:15,29.6,34.62,12.36,3,middle
716,9/23/21 22:30,29.64,34.41,12.31,3,middle
717,9/23/21 22:45,29.68,34.42,12.35,3,middle
718,9/23/21 23:00,29.72,34.18,12.28,3,middle
719,9/23/21 23:15,29.79,34.17,12.34,3,middle
720,9/23/21 23:30,29.88,34.14,12.4,3,middle
721,9/23/21 23:45,29.97,34.38,12.59,3,middle
722,9/24/21 0:00,30,34.16,12.51,3,middle
723,9/24/21 0:15,29.94,33.9,12.35,3,middle
724,9/24/21 0:30,29.83,34.01,12.3,3,middle
725,9/24/21 0:45,29.77,34.35,12.4,3,middle
726,9/24/21 1:00,29.87,34.32,12.47,3,middle
727,9/24/21 1:15,29.91,34.52,12.59,3,middle
728,9/24/21 1:30,29.9,34.85,12.73,3,middle
729,9/24/21 1:45,29.85,35.04,12.77,3,middle
730,9/24/21 2:00,29.83,35.28,12.86,3,middle
731,9/24/21 2:15,29.83,35.41,12.92,3,middle
732,9/24/21 2:30,29.87,35.41,12.95,3,middle
733,9/24/21 2:45,29.77,35.74,13,3,middle
734,9/24/21 3:00,29.67,35.75,12.92,3,middle
735,9/24/21 3:15,29.67,35.77,12.93,3,middle
736,9/24/21 3:30,29.64,36.15,13.07,3,middle
737,9/24/21 3:45,29.68,36.45,13.23,3,middle
738,9/24/21 4:00,29.71,36.47,13.26,3,middle
739,9/24/21 4:15,29.75,36.55,13.33,3,middle
740,9/24/21 4:30,29.87,36.33,13.34,3,middle
741,9/24/21 4:45,29.83,36.12,13.22,3,middle
742,9/24/21 5:00,29.77,36.22,13.21,3,middle
743,9/24/21 5:15,29.73,36.25,13.18,3,middle
744,9/24/21 5:30,29.67,36.15,13.09,3,middle
745,9/24/21 5:45,29.6,36.32,13.1,3,middle
746,9/24/21 6:00,29.62,36.29,13.11,3,middle
747,9/24/21 6:15,29.64,36.25,13.11,3,middle
748,9/24/21 6:30,29.56,36.17,13,3,middle
749,9/24/21 6:45,29.64,35.81,12.92,3,middle
750,9/24/21 7:00,29.85,35.78,13.09,3,middle
751,9/24/21 7:15,29.86,35.67,13.05,3,middle
752,9/24/21 7:30,29.87,35.71,13.08,3,middle
753,9/24/21 7:45,29.92,35.98,13.24,3,middle
754,9/24/21 8:00,30.11,35.95,13.4,3,middle
755,9/24/21 8:15,30.06,36.16,13.44,3,middle
756,9/24/21 8:30,30.04,36.46,13.55,3,middle
757,9/24/21 8:45,30.15,36.59,13.69,3,middle
758,9/24/21 9:00,29.91,37.34,13.8,3,middle
759,9/24/21 9:15,30.19,38.04,14.33,3,middle
760,9/24/21 9:30,29.64,36.45,13.19,3,middle
761,9/24/21 9:45,33.62,32.05,14.69,3,middle
762,9/24/21 10:00,31.88,34.96,14.52,3,middle
763,9/24/21 10:15,30.09,36.72,13.7,3,middle
764,9/24/21 10:30,28.35,40.02,13.49,3,middle
765,9/24/21 10:45,29.82,34.52,12.52,3,middle
766,9/24/21 11:00,27.86,40.4,13.19,3,middle
767,9/24/21 11:15,27.41,42.01,13.38,3,middle
768,9/24/21 11:30,25.52,45.9,13.04,3,middle
769,9/24/21 11:45,25.4,47.07,13.31,3,middle
770,9/24/21 12:00,25.48,46.42,13.17,3,middle
771,9/24/21 12:15,24.76,48.37,13.14,3,middle
772,9/24/21 12:30,23.96,49.71,12.83,3,middle
773,9/24/21 12:45,25.4,47.86,13.57,3,middle
774,9/24/21 13:00,26.46,44.79,13.51,3,middle
775,9/24/21 13:15,27.24,42.22,13.31,3,middle
776,9/24/21 13:30,27.19,43.39,13.68,3,middle
777,9/24/21 13:45,28.67,39.81,13.68,3,middle
778,9/24/21 14:00,28.62,39.39,13.48,3,middle
